Source,File,Frequency,Attribute,Value,Numeric,Boolean,String,DateTime,Currency,Dimensions,Weight,Ratio,FreqParameters,power,TargetAttribute
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"53,136 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,477.5 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,432 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,433 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,518.4 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,521.28 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,473.76 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"50,9 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,433.9 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"47,664 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,597.88 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"59,79 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"70,84 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,531 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,509.76 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"62,09 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,531.4 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,409.8 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,672.76 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,597.6 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,596.74 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"52,128 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,597.89 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,376 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,408 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,531.36 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"59,789 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,476.6 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"50,918 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"37,632 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,408.24 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"33,79 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"59,76 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,476.64 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,337.9 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,509.18 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,410 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,"58,366 cm",0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.planet-computer.it,106.json,39,dimensione visibile orizzontale,376.32 mm,0,0,1,0,0,1,0,0,0,0,screen_size_horizontal
www.pc-canada.com,0.json,118,product name,ProDisplay P221 21.5-Inch LED Backlit Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,VS248H-P Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,VX2880ml Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,V176L LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,"Pavilion 23xi 58.4 cm 23"" Diagonal IPS LED Backlit Monitor",0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,V226HQL Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,24MP55HQ-P Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,Business Z27x Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,ThinkVision LT1713p 17-Inch Square LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,U160 15.6-inch LED Backlit Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,"24"" Professional Wide Gamut Graphics Desktop Monitor",0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,B296CL Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,G196HQL Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
www.pc-canada.com,0.json,118,product name,VW2430H Widescreen LCD Monitor,0,0,1,0,0,1,0,1,0,1,screen_size_diagonal
